工号,层级,物料编码,物料描述,批次,特性值
Z161266022,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266022,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266026,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266026,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266047,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266047,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266062,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266062,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266071,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266071,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266081,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266081,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266082,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266082,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266083,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266083,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266088,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266088,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266111,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266111,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266114,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266114,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266126,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266126,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266127,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266127,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266144,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266144,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266147,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266147,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266151,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266151,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266179,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266179,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266181,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266181,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266196,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266196,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266204,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266204,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266215,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266215,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266254,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266254,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266257,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266257,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266272,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266272,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266315,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266315,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266326,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266326,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266329,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266329,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266334,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266334,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266341,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266341,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266344,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266344,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266348,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266348,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266352,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266352,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266354,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266354,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266355,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266355,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266360,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266360,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266361,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266361,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266363,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266363,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266369,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266369,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266380,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266380,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266387,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266387,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266390,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266390,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266391,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266391,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266392,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266392,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266393,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161266393,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161266394,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266394,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266399,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266399,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266459,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266459,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266460,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266460,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266463,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266463,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266499,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266499,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266500,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266500,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266503,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266503,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266512,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266512,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266531,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266531,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266533,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266533,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266536,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266536,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266537,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266537,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266538,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266538,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266539,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266539,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266542,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266542,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266545,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266545,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266551,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266551,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266556,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266556,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266561,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266561,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266562,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266562,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266590,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266590,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266604,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266604,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266626,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266626,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266628,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266628,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266629,1,A599019580,下导靴装配_C0044390_A_RP-160F1,,
Z161266629,2,A599000067,导靴装配_16501278_A_22500512_A_RP-160F1,,
Z161266630,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266630,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266631,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266631,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266632,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266632,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266633,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161266633,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161266636,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266636,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266637,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266637,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266639,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266639,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266640,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266640,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266641,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266641,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266643,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266643,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266644,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266644,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266645,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266645,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266649,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266649,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266650,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266650,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266651,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266651,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266652,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266652,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266654,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266654,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266662,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266662,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266663,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161266663,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161266664,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266664,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266666,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266666,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266667,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266667,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266669,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266669,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266675,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266675,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266676,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266676,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266681,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266681,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266695,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266695,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266697,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266697,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266699,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266699,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266703,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266703,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266705,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266705,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266712,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266712,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266717,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266717,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266719,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266719,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266723,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266723,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266728,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266728,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266729,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266729,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266730,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266730,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266738,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266738,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266750,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266750,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266753,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266753,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266755,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266755,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266758,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266758,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266767,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266767,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266783,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266783,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266797,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266797,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266798,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266798,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266808,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266808,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266809,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161266809,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161266810,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266810,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266815,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266815,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266821,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266821,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266827,1,A599381103,滑动导靴装配_16538995_A_HGSSP-114M-A_HGSSP-114M-A,,
Z161266827,2,A599381048,滑动导靴装配_C0049784_A_HGSSP-114M-A，华工百川,,
Z161266831,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266831,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266837,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266837,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266843,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266843,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266845,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266845,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266852,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266852,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266859,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266859,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266866,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266866,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266870,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161266870,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161266872,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266872,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266884,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161266884,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161266914,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266914,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266915,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266915,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266921,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266921,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266932,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266932,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266937,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266937,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266942,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266942,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266943,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266943,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266944,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266944,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266946,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161266946,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161266947,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266947,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266949,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266949,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266952,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266952,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266962,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161266962,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161266970,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161266970,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161266993,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161266996,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161267002,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161267002,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161267005,1,A599410430,下导靴装配_C0105629_A_RP-160G1,,
Z161267005,2,A599401153,滚轮导靴装配_C0075908_A_适用T89/B导轨,,
Z161267012,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161267012,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161267017,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161267017,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161267018,1,A599405747,滚轮导靴装配_C0083111_A_适用T75/B导轨,,
Z161267029,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161267029,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161267030,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161267030,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161267031,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161267033,1,A599405747,滚轮导靴装配_C0083111_A_适用T75/B导轨,,
Z161267034,1,A599405747,滚轮导靴装配_C0083111_A_适用T75/B导轨,,
Z161267037,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161267037,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161267043,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161267043,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161267045,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161267047,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161267047,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
